date,air_temperature,lat,long,station,season,month,year
2020-09-28,9.27,54.125,-3.257,7,4,9,2020
2020-09-29,10.47,54.125,-3.257,7,4,9,2020
2020-09-30,12.04,54.125,-3.257,7,4,9,2020
2020-10-01,9.97,54.125,-3.257,7,4,10,2020
2020-10-02,10.74,54.125,-3.257,7,4,10,2020
2020-10-03,10.55,54.125,-3.257,7,4,10,2020
2020-10-04,12.62,54.125,-3.257,7,4,10,2020
2020-10-05,12.68,54.125,-3.257,7,4,10,2020
2020-10-06,12.09,54.125,-3.257,7,4,10,2020
2020-10-07,12.02,54.125,-3.257,7,4,10,2020
2020-10-08,10.54,54.125,-3.257,7,4,10,2020
2020-10-09,10.1,54.125,-3.257,7,4,10,2020
2020-10-10,11.27,54.125,-3.257,7,4,10,2020
2020-10-11,10.85,54.125,-3.257,7,4,10,2020
2020-10-12,11.22,54.125,-3.257,7,4,10,2020
2020-10-13,9.75,54.125,-3.257,7,4,10,2020
2020-10-14,11.72,54.125,-3.257,7,4,10,2020
2020-10-15,8.58,54.125,-3.257,7,4,10,2020
2020-10-16,9.31,54.125,-3.257,7,4,10,2020
2020-10-17,9.13,54.125,-3.257,7,4,10,2020
2020-10-18,10.15,54.125,-3.257,7,4,10,2020
2020-10-19,11.08,54.125,-3.257,7,4,10,2020
2020-10-20,13.14,54.125,-3.257,7,4,10,2020
2020-10-21,12.65,54.125,-3.257,7,4,10,2020
2020-10-22,10.61,54.125,-3.257,7,4,10,2020
2020-10-23,10.04,54.125,-3.257,7,4,10,2020
2020-10-24,9.87,54.125,-3.257,7,4,10,2020
2020-10-25,10.5,54.125,-3.257,7,4,10,2020
2020-10-26,10.82,54.125,-3.257,7,4,10,2020
2020-10-27,9.92,54.125,-3.257,7,4,10,2020
2020-10-28,10.51,54.125,-3.257,7,4,10,2020
2020-10-29,11.32,54.125,-3.257,7,4,10,2020
2020-10-30,10.85,54.125,-3.257,7,4,10,2020
2020-10-31,11.75,54.125,-3.257,7,4,10,2020
2020-11-01,11.43,54.125,-3.257,7,4,11,2020
2020-11-02,9.63,54.125,-3.257,7,4,11,2020
2020-11-03,7.68,54.125,-3.257,7,4,11,2020
2020-11-04,9.42,54.125,-3.257,7,4,11,2020
2020-11-05,10.04,54.125,-3.257,7,4,11,2020
2020-11-06,9.03,54.125,-3.257,7,4,11,2020
2020-11-07,8.98,54.125,-3.257,7,4,11,2020
2020-11-08,10.85,54.125,-3.257,7,4,11,2020
2020-11-09,11.92,54.125,-3.257,7,4,11,2020
2020-11-10,11.71,54.125,-3.257,7,4,11,2020
2020-11-11,10.92,54.125,-3.257,7,4,11,2020
2020-11-12,10.54,54.125,-3.257,7,4,11,2020
2020-11-13,10.23,54.125,-3.257,7,4,11,2020
2020-11-14,10.76,54.125,-3.257,7,4,11,2020
2020-11-15,9.9,54.125,-3.257,7,4,11,2020
2020-11-16,10.7,54.125,-3.257,7,4,11,2020
2020-11-17,12.47,54.125,-3.257,7,4,11,2020
2020-11-18,10.98,54.125,-3.257,7,4,11,2020
2020-11-19,7.53,54.125,-3.257,7,4,11,2020
2020-11-20,9.49,54.125,-3.257,7,4,11,2020
2020-11-21,10.78,54.125,-3.257,7,4,11,2020
2020-11-22,8.64,54.125,-3.257,7,4,11,2020
2020-11-23,9.25,54.125,-3.257,7,4,11,2020
2020-11-24,10.9,54.125,-3.257,7,4,11,2020
2020-11-25,8.3,54.125,-3.257,7,4,11,2020
2020-11-26,7.8,54.125,-3.257,7,4,11,2020
2020-11-27,6.1,54.125,-3.257,7,4,11,2020
2020-11-28,6.42,54.125,-3.257,7,4,11,2020
2020-11-29,8.42,54.125,-3.257,7,4,11,2020
2020-11-30,8.65,54.125,-3.257,7,4,11,2020
2020-12-01,5.37,54.125,-3.257,7,1,12,2020
2020-12-02,7.3,54.125,-3.257,7,1,12,2020
2020-12-03,3.91,54.125,-3.257,7,1,12,2020
2020-12-04,4.08,54.125,-3.257,7,1,12,2020
2020-12-05,4.55,54.125,-3.257,7,1,12,2020
2020-12-06,3.1,54.125,-3.257,7,1,12,2020
2020-12-07,4.23,54.125,-3.257,7,1,12,2020
2020-12-08,7.27,54.125,-3.257,7,1,12,2020
2020-12-09,6.88,54.125,-3.257,7,1,12,2020
2020-12-10,6.75,54.125,-3.257,7,1,12,2020
2020-12-11,7.88,54.125,-3.257,7,1,12,2020
2020-12-12,7.68,54.125,-3.257,7,1,12,2020
2020-12-13,7.0,54.125,-3.257,7,1,12,2020
2020-12-14,8.86,54.125,-3.257,7,1,12,2020
2020-12-15,7.43,54.125,-3.257,7,1,12,2020
2020-12-16,8.26,54.125,-3.257,7,1,12,2020
2020-12-17,8.61,54.125,-3.257,7,1,12,2020
2020-12-18,10.83,54.125,-3.257,7,1,12,2020
2020-12-19,9.01,54.125,-3.257,7,1,12,2020
2020-12-20,8.27,54.125,-3.257,7,1,12,2020
2020-12-21,6.88,54.125,-3.257,7,1,12,2020
2020-12-22,5.89,54.125,-3.257,7,1,12,2020
2020-12-23,5.2,54.125,-3.257,7,1,12,2020
2020-12-24,2.53,54.125,-3.257,7,1,12,2020
2020-12-25,3.0,54.125,-3.257,7,1,12,2020
2020-12-26,8.16,54.125,-3.257,7,1,12,2020
2020-12-27,5.1,54.125,-3.257,7,1,12,2020
2020-12-28,2.42,54.125,-3.257,7,1,12,2020
2020-12-29,1.86,54.125,-3.257,7,1,12,2020
2020-12-30,1.14,54.125,-3.257,7,1,12,2020
2020-12-31,1.15,54.125,-3.257,7,1,12,2020
2019-01-01,6.89,54.125,-3.257,7,1,1,2019
2019-01-02,1.7,54.125,-3.257,7,1,1,2019
2019-01-03,3.25,54.125,-3.257,7,1,1,2019
2019-01-04,3.83,54.125,-3.257,7,1,1,2019
2019-01-05,6.42,54.125,-3.257,7,1,1,2019
2019-01-06,7.97,54.125,-3.257,7,1,1,2019
2019-01-07,9.2,54.125,-3.257,7,1,1,2019
2019-01-08,6.56,54.125,-3.257,7,1,1,2019
2019-01-09,2.76,54.125,-3.257,7,1,1,2019
2019-01-10,5.4,54.125,-3.257,7,1,1,2019
2019-01-11,7.61,54.125,-3.257,7,1,1,2019
2019-01-12,8.8,54.125,-3.257,7,1,1,2019
2019-01-13,8.92,54.125,-3.257,7,1,1,2019
2019-01-14,7.95,54.125,-3.257,7,1,1,2019
2019-01-15,8.7,54.125,-3.257,7,1,1,2019
2019-01-16,7.21,54.125,-3.257,7,1,1,2019
2019-01-17,2.49,54.125,-3.257,7,1,1,2019
2019-01-18,2.2,54.125,-3.257,7,1,1,2019
2019-01-19,3.53,54.125,-3.257,7,1,1,2019
2019-01-20,4.22,54.125,-3.257,7,1,1,2019
2019-01-21,3.21,54.125,-3.257,7,1,1,2019
2019-01-22,2.79,54.125,-3.257,7,1,1,2019
2019-01-23,0.5,54.125,-3.257,7,1,1,2019
2019-01-24,2.66,54.125,-3.257,7,1,1,2019
2019-01-25,8.14,54.125,-3.257,7,1,1,2019
2019-01-26,7.96,54.125,-3.257,7,1,1,2019
2019-01-27,5.03,54.125,-3.257,7,1,1,2019
2019-01-28,3.29,54.125,-3.257,7,1,1,2019
2019-01-29,3.79,54.125,-3.257,7,1,1,2019
2019-01-30,1.7,54.125,-3.257,7,1,1,2019
2019-01-31,-0.35,54.125,-3.257,7,1,1,2019
2019-02-01,0.75,54.125,-3.257,7,1,2,2019
2019-02-02,0.12,54.125,-3.257,7,1,2,2019
2019-02-03,3.33,54.125,-3.257,7,1,2,2019
2019-02-04,6.08,54.125,-3.257,7,1,2,2019
2019-02-05,5.01,54.125,-3.257,7,1,2,2019
2019-02-06,6.55,54.125,-3.257,7,1,2,2019
2019-02-07,6.06,54.125,-3.257,7,1,2,2019
2019-02-08,7.55,54.125,-3.257,7,1,2,2019
2019-02-09,7.09,54.125,-3.257,7,1,2,2019
2019-02-10,5.41,54.125,-3.257,7,1,2,2019
2019-02-11,5.08,54.125,-3.257,7,1,2,2019
2019-02-12,7.14,54.125,-3.257,7,1,2,2019
2019-02-13,8.21,54.125,-3.257,7,1,2,2019
2019-02-14,7.39,54.125,-3.257,7,1,2,2019
2019-02-15,7.5,54.125,-3.257,7,1,2,2019
2019-02-16,9.35,54.125,-3.257,7,1,2,2019
2019-02-17,8.82,54.125,-3.257,7,1,2,2019
2019-02-18,8.15,54.125,-3.257,7,1,2,2019
2019-02-19,7.39,54.125,-3.257,7,1,2,2019
2019-02-20,8.21,54.125,-3.257,7,1,2,2019
2019-02-21,9.2,54.125,-3.257,7,1,2,2019
2019-02-22,10.19,54.125,-3.257,7,1,2,2019
2019-02-23,9.32,54.125,-3.257,7,1,2,2019
2019-02-24,10.42,54.125,-3.257,7,1,2,2019
2019-02-25,10.08,54.125,-3.257,7,1,2,2019
2019-02-26,10.12,54.125,-3.257,7,1,2,2019
2019-02-27,8.06,54.125,-3.257,7,1,2,2019
2019-02-28,6.08,54.125,-3.257,7,1,2,2019
2019-03-01,7.04,54.125,-3.257,7,2,3,2019
2019-03-02,8.38,54.125,-3.257,7,2,3,2019
2019-03-03,6.52,54.125,-3.257,7,2,3,2019
2019-03-04,6.14,54.125,-3.257,7,2,3,2019
2019-03-05,7.32,54.125,-3.257,7,2,3,2019
2019-03-06,8.18,54.125,-3.257,7,2,3,2019
2019-03-07,6.88,54.125,-3.257,7,2,3,2019
2019-03-08,5.38,54.125,-3.257,7,2,3,2019
2019-03-09,6.79,54.125,-3.257,7,2,3,2019
2019-03-10,4.83,54.125,-3.257,7,2,3,2019
2019-03-11,6.31,54.125,-3.257,7,2,3,2019
2019-03-12,7.1,54.125,-3.257,7,2,3,2019
2019-03-13,7.53,54.125,-3.257,7,2,3,2019
2019-03-14,8.17,54.125,-3.257,7,2,3,2019
2019-03-15,8.11,54.125,-3.257,7,2,3,2019
2019-03-16,7.14,54.125,-3.257,7,2,3,2019
2019-03-17,6.22,54.125,-3.257,7,2,3,2019
2019-03-18,6.86,54.125,-3.257,7,2,3,2019
2019-03-19,8.07,54.125,-3.257,7,2,3,2019
2019-03-20,8.29,54.125,-3.257,7,2,3,2019
2019-03-21,9.52,54.125,-3.257,7,2,3,2019
2019-03-22,8.95,54.125,-3.257,7,2,3,2019
2019-03-23,7.11,54.125,-3.257,7,2,3,2019
2019-03-24,7.53,54.125,-3.257,7,2,3,2019
2019-03-25,7.25,54.125,-3.257,7,2,3,2019
2019-03-26,8.32,54.125,-3.257,7,2,3,2019
2019-03-27,8.46,54.125,-3.257,7,2,3,2019
2019-03-28,7.95,54.125,-3.257,7,2,3,2019
2019-03-29,6.83,54.125,-3.257,7,2,3,2019
2019-03-30,7.9,54.125,-3.257,7,2,3,2019
2019-03-31,7.95,54.125,-3.257,7,2,3,2019
2019-04-01,6.4,54.125,-3.257,7,2,4,2019
2019-04-02,5.61,54.125,-3.257,7,2,4,2019
2019-04-03,4.88,54.125,-3.257,7,2,4,2019
2019-04-04,5.67,54.125,-3.257,7,2,4,2019
2019-04-05,8.82,54.125,-3.257,7,2,4,2019
2019-04-06,8.59,54.125,-3.257,7,2,4,2019
2019-04-07,10.24,54.125,-3.257,7,2,4,2019
2019-04-08,10.81,54.125,-3.257,7,2,4,2019
2019-04-09,8.41,54.125,-3.257,7,2,4,2019
2019-04-10,6.64,54.125,-3.257,7,2,4,2019
2019-04-11,5.94,54.125,-3.257,7,2,4,2019
2019-04-12,6.54,54.125,-3.257,7,2,4,2019
2019-04-13,5.66,54.125,-3.257,7,2,4,2019
2019-04-14,5.6,54.125,-3.257,7,2,4,2019
2019-04-15,8.29,54.125,-3.257,7,2,4,2019
2019-04-16,9.64,54.125,-3.257,7,2,4,2019
2019-04-17,12.09,54.125,-3.257,7,2,4,2019
2019-04-18,13.87,54.125,-3.257,7,2,4,2019
2019-04-19,16.25,54.125,-3.257,7,2,4,2019
2019-04-20,15.22,54.125,-3.257,7,2,4,2019
2019-04-21,14.57,54.125,-3.257,7,2,4,2019
2019-04-22,15.89,54.125,-3.257,7,2,4,2019
2019-04-23,15.78,54.125,-3.257,7,2,4,2019
2019-04-24,13.02,54.125,-3.257,7,2,4,2019
2019-04-25,11.02,54.125,-3.257,7,2,4,2019
2019-04-26,9.25,54.125,-3.257,7,2,4,2019
2019-04-27,8.26,54.125,-3.257,7,2,4,2019
2019-04-28,9.58,54.125,-3.257,7,2,4,2019
2019-04-29,11.25,54.125,-3.257,7,2,4,2019
2019-04-30,12.04,54.125,-3.257,7,2,4,2019
2019-05-01,10.56,54.125,-3.257,7,2,5,2019
2019-05-02,10.5,54.125,-3.257,7,2,5,2019
2019-05-03,7.65,54.125,-3.257,7,2,5,2019
2019-05-04,7.61,54.125,-3.257,7,2,5,2019
2019-05-05,8.06,54.125,-3.257,7,2,5,2019
2019-05-06,8.38,54.125,-3.257,7,2,5,2019
2019-05-07,8.65,54.125,-3.257,7,2,5,2019
2019-05-08,8.36,54.125,-3.257,7,2,5,2019
2019-05-09,7.57,54.125,-3.257,7,2,5,2019
2019-05-10,8.17,54.125,-3.257,7,2,5,2019
2019-05-11,9.01,54.125,-3.257,7,2,5,2019
2019-05-12,9.0,54.125,-3.257,7,2,5,2019
2019-05-13,11.42,54.125,-3.257,7,2,5,2019
2019-05-14,14.42,54.125,-3.257,7,2,5,2019
2019-05-15,15.0,54.125,-3.257,7,2,5,2019
2019-05-16,13.29,54.125,-3.257,7,2,5,2019
2019-05-17,13.95,54.125,-3.257,7,2,5,2019
2019-05-18,12.06,54.125,-3.257,7,2,5,2019
2019-05-19,11.72,54.125,-3.257,7,2,5,2019
2019-05-20,11.95,54.125,-3.257,7,2,5,2019
2019-05-21,11.7,54.125,-3.257,7,2,5,2019
2019-05-22,11.3,54.125,-3.257,7,2,5,2019
2019-05-23,11.27,54.125,-3.257,7,2,5,2019
2019-05-24,11.83,54.125,-3.257,7,2,5,2019
2019-05-25,11.58,54.125,-3.257,7,2,5,2019
2019-05-26,13.47,54.125,-3.257,7,2,5,2019
2019-05-27,11.45,54.125,-3.257,7,2,5,2019
2019-05-28,11.18,54.125,-3.257,7,2,5,2019
2019-05-29,10.93,54.125,-3.257,7,2,5,2019
2019-05-30,13.95,54.125,-3.257,7,2,5,2019
2019-05-31,13.64,54.125,-3.257,7,2,5,2019
2019-06-01,13.77,54.125,-3.257,7,3,6,2019
2019-06-02,14.72,54.125,-3.257,7,3,6,2019
2019-06-03,13.08,54.125,-3.257,7,3,6,2019
2019-06-04,12.39,54.125,-3.257,7,3,6,2019
2019-06-05,11.87,54.125,-3.257,7,3,6,2019
2019-06-06,12.33,54.125,-3.257,7,3,6,2019
2019-06-07,12.41,54.125,-3.257,7,3,6,2019
2019-06-08,11.45,54.125,-3.257,7,3,6,2019
2019-06-09,12.23,54.125,-3.257,7,3,6,2019
2019-06-10,12.4,54.125,-3.257,7,3,6,2019
2019-06-11,12.04,54.125,-3.257,7,3,6,2019
2019-06-12,11.8,54.125,-3.257,7,3,6,2019
2019-06-13,10.93,54.125,-3.257,7,3,6,2019
2019-06-14,12.01,54.125,-3.257,7,3,6,2019
2019-06-15,13.19,54.125,-3.257,7,3,6,2019
2019-06-16,13.35,54.125,-3.257,7,3,6,2019
2019-06-17,14.32,54.125,-3.257,7,3,6,2019
2019-06-18,14.02,54.125,-3.257,7,3,6,2019
2019-06-19,14.12,54.125,-3.257,7,3,6,2019
2019-06-20,13.35,54.125,-3.257,7,3,6,2019
2019-06-21,13.07,54.125,-3.257,7,3,6,2019
2019-06-22,14.49,54.125,-3.257,7,3,6,2019
2019-06-23,16.81,54.125,-3.257,7,3,6,2019
2019-06-24,16.93,54.125,-3.257,7,3,6,2019
2019-06-25,16.99,54.125,-3.257,7,3,6,2019
2019-06-26,15.65,54.125,-3.257,7,3,6,2019
2019-06-27,17.94,54.125,-3.257,7,3,6,2019
2019-06-28,18.56,54.125,-3.257,7,3,6,2019
2019-06-29,17.98,54.125,-3.257,7,3,6,2019
2019-06-30,16.47,54.125,-3.257,7,3,6,2019
2019-07-01,14.76,54.125,-3.257,7,3,7,2019
2019-07-02,14.82,54.125,-3.257,7,3,7,2019
2019-07-03,14.21,54.125,-3.257,7,3,7,2019
2019-07-04,15.03,54.125,-3.257,7,3,7,2019
2019-07-05,15.88,54.125,-3.257,7,3,7,2019
2019-07-06,15.17,54.125,-3.257,7,3,7,2019
2019-07-07,15.02,54.125,-3.257,7,3,7,2019
2019-07-08,15.35,54.125,-3.257,7,3,7,2019
2019-07-09,14.96,54.125,-3.257,7,3,7,2019
2019-07-10,15.99,54.125,-3.257,7,3,7,2019
2019-07-11,16.39,54.125,-3.257,7,3,7,2019
2019-07-12,16.2,54.125,-3.257,7,3,7,2019
2019-07-13,16.03,54.125,-3.257,7,3,7,2019
2019-07-14,16.56,54.125,-3.257,7,3,7,2019
2019-07-15,17.26,54.125,-3.257,7,3,7,2019
2019-07-16,16.15,54.125,-3.257,7,3,7,2019
2019-07-17,16.09,54.125,-3.257,7,3,7,2019
2019-07-18,16.03,54.125,-3.257,7,3,7,2019
2019-07-19,16.41,54.125,-3.257,7,3,7,2019
2019-07-20,16.3,54.125,-3.257,7,3,7,2019
2019-07-21,17.11,54.125,-3.257,7,3,7,2019
2019-07-22,18.59,54.125,-3.257,7,3,7,2019
2019-07-23,21.62,54.125,-3.257,7,3,7,2019
2019-07-24,19.74,54.125,-3.257,7,3,7,2019
2019-07-25,22.55,54.125,-3.257,7,3,7,2019
2019-07-26,19.0,54.125,-3.257,7,3,7,2019
2019-07-27,16.05,54.125,-3.257,7,3,7,2019
2019-07-28,15.6,54.125,-3.257,7,3,7,2019
2019-07-29,16.78,54.125,-3.257,7,3,7,2019
2019-07-30,18.38,54.125,-3.257,7,3,7,2019
2019-07-31,17.53,54.125,-3.257,7,3,7,2019
2019-08-01,17.28,54.125,-3.257,7,3,8,2019
2019-08-02,17.6,54.125,-3.257,7,3,8,2019
2019-08-03,19.45,54.125,-3.257,7,3,8,2019
2019-08-04,18.42,54.125,-3.257,7,3,8,2019
2019-08-05,17.21,54.125,-3.257,7,3,8,2019
2019-08-06,16.8,54.125,-3.257,7,3,8,2019
2019-08-07,16.6,54.125,-3.257,7,3,8,2019
2019-08-08,17.21,54.125,-3.257,7,3,8,2019
2019-08-09,18.36,54.125,-3.257,7,3,8,2019
2019-08-10,16.63,54.125,-3.257,7,3,8,2019
2019-08-11,14.6,54.125,-3.257,7,3,8,2019
2019-08-12,14.28,54.125,-3.257,7,3,8,2019
2019-08-13,14.62,54.125,-3.257,7,3,8,2019
2019-08-14,14.93,54.125,-3.257,7,3,8,2019
2019-08-15,16.0,54.125,-3.257,7,3,8,2019
2019-08-16,15.98,54.125,-3.257,7,3,8,2019
2019-08-17,16.18,54.125,-3.257,7,3,8,2019
2019-08-18,15.82,54.125,-3.257,7,3,8,2019
2019-08-19,15.53,54.125,-3.257,7,3,8,2019
2019-08-20,15.05,54.125,-3.257,7,3,8,2019
2019-08-21,15.9,54.125,-3.257,7,3,8,2019
2019-08-22,16.39,54.125,-3.257,7,3,8,2019
2019-08-23,17.34,54.125,-3.257,7,3,8,2019
2019-08-24,19.36,54.125,-3.257,7,3,8,2019
2019-08-25,19.46,54.125,-3.257,7,3,8,2019
2019-08-26,17.39,54.125,-3.257,7,3,8,2019
2019-08-27,16.4,54.125,-3.257,7,3,8,2019
2019-08-28,15.64,54.125,-3.257,7,3,8,2019
2019-08-29,16.62,54.125,-3.257,7,3,8,2019
2019-08-30,17.1,54.125,-3.257,7,3,8,2019
2019-08-31,15.98,54.125,-3.257,7,3,8,2019
2019-09-01,14.11,54.125,-3.257,7,4,9,2019
2019-09-02,14.45,54.125,-3.257,7,4,9,2019
2019-09-03,15.92,54.125,-3.257,7,4,9,2019
2019-09-04,14.2,54.125,-3.257,7,4,9,2019
2019-09-05,13.51,54.125,-3.257,7,4,9,2019
2019-09-06,14.68,54.125,-3.257,7,4,9,2019
2019-09-07,13.5,54.125,-3.257,7,4,9,2019
2019-09-08,11.99,54.125,-3.257,7,4,9,2019
2019-09-09,13.05,54.125,-3.257,7,4,9,2019
2019-09-10,13.42,54.125,-3.257,7,4,9,2019
2019-09-11,16.15,54.125,-3.257,7,4,9,2019
2019-09-12,15.22,54.125,-3.257,7,4,9,2019
2019-09-13,12.58,54.125,-3.257,7,4,9,2019
2019-09-14,13.79,54.125,-3.257,7,4,9,2019
2019-09-15,14.01,54.125,-3.257,7,4,9,2019
2019-09-16,12.75,54.125,-3.257,7,4,9,2019
2019-09-17,12.61,54.125,-3.257,7,4,9,2019
2019-09-18,12.0,54.125,-3.257,7,4,9,2019
2019-09-19,12.85,54.125,-3.257,7,4,9,2019
2019-09-20,15.49,54.125,-3.257,7,4,9,2019
2019-09-21,16.75,54.125,-3.257,7,4,9,2019
2019-09-22,16.25,54.125,-3.257,7,4,9,2019
2019-09-23,15.41,54.125,-3.257,7,4,9,2019
2019-09-24,15.57,54.125,-3.257,7,4,9,2019
2019-09-25,15.17,54.125,-3.257,7,4,9,2019
2019-09-26,15.04,54.125,-3.257,7,4,9,2019
2019-09-27,13.91,54.125,-3.257,7,4,9,2019
2019-09-28,14.15,54.125,-3.257,7,4,9,2019
2019-09-29,12.18,54.125,-3.257,7,4,9,2019
2019-09-30,12.9,54.125,-3.257,7,4,9,2019
2019-10-01,9.38,54.125,-3.257,7,4,10,2019
2019-10-02,8.01,54.125,-3.257,7,4,10,2019
2019-10-03,8.81,54.125,-3.257,7,4,10,2019
2019-10-04,12.72,54.125,-3.257,7,4,10,2019
2019-10-05,11.65,54.125,-3.257,7,4,10,2019
2019-10-06,11.95,54.125,-3.257,7,4,10,2019
2019-10-07,12.66,54.125,-3.257,7,4,10,2019
2019-10-08,13.35,54.125,-3.257,7,4,10,2019
2019-10-09,12.4,54.125,-3.257,7,4,10,2019
2019-10-10,13.14,54.125,-3.257,7,4,10,2019
2019-10-11,13.2,54.125,-3.257,7,4,10,2019
2019-10-12,12.71,54.125,-3.257,7,4,10,2019
2019-10-13,10.98,54.125,-3.257,7,4,10,2019
2019-10-14,11.3,54.125,-3.257,7,4,10,2019
2019-10-15,11.1,54.125,-3.257,7,4,10,2019
2019-10-16,11.91,54.125,-3.257,7,4,10,2019
2019-10-17,11.0,54.125,-3.257,7,4,10,2019
2019-10-18,10.08,54.125,-3.257,7,4,10,2019
2019-10-19,8.85,54.125,-3.257,7,4,10,2019
2019-10-20,8.28,54.125,-3.257,7,4,10,2019
2019-10-21,8.94,54.125,-3.257,7,4,10,2019
2019-10-22,11.34,54.125,-3.257,7,4,10,2019
2019-10-23,11.49,54.125,-3.257,7,4,10,2019
2019-10-24,10.98,54.125,-3.257,7,4,10,2019
2019-10-25,6.88,54.125,-3.257,7,4,10,2019
2019-10-26,7.29,54.125,-3.257,7,4,10,2019
2019-10-27,9.07,54.125,-3.257,7,4,10,2019
2019-10-28,5.43,54.125,-3.257,7,4,10,2019
2019-10-29,6.76,54.125,-3.257,7,4,10,2019
2019-10-30,7.27,54.125,-3.257,7,4,10,2019
2019-10-31,7.71,54.125,-3.257,7,4,10,2019
2019-11-01,10.84,54.125,-3.257,7,4,11,2019
2019-11-02,9.38,54.125,-3.257,7,4,11,2019
2019-11-03,8.22,54.125,-3.257,7,4,11,2019
2019-11-04,9.2,54.125,-3.257,7,4,11,2019
2019-11-05,9.34,54.125,-3.257,7,4,11,2019
2019-11-06,5.79,54.125,-3.257,7,4,11,2019
2019-11-07,6.69,54.125,-3.257,7,4,11,2019
2019-11-08,5.62,54.125,-3.257,7,4,11,2019
2019-11-09,4.22,54.125,-3.257,7,4,11,2019
2019-11-10,4.61,54.125,-3.257,7,4,11,2019
2019-11-11,7.69,54.125,-3.257,7,4,11,2019
2019-11-12,7.44,54.125,-3.257,7,4,11,2019
2019-11-13,4.18,54.125,-3.257,7,4,11,2019
2019-11-14,5.14,54.125,-3.257,7,4,11,2019
2019-11-15,7.06,54.125,-3.257,7,4,11,2019
2019-11-16,7.31,54.125,-3.257,7,4,11,2019
2019-11-17,6.3,54.125,-3.257,7,4,11,2019
2019-11-18,2.74,54.125,-3.257,7,4,11,2019
2019-11-19,3.58,54.125,-3.257,7,4,11,2019
2019-11-20,6.65,54.125,-3.257,7,4,11,2019
2019-11-21,5.2,54.125,-3.257,7,4,11,2019
2019-11-22,6.95,54.125,-3.257,7,4,11,2019
2019-11-23,9.01,54.125,-3.257,7,4,11,2019
2019-11-24,8.45,54.125,-3.257,7,4,11,2019
2019-11-25,9.56,54.125,-3.257,7,4,11,2019
2019-11-26,9.33,54.125,-3.257,7,4,11,2019
2019-11-27,8.07,54.125,-3.257,7,4,11,2019
2019-11-28,6.66,54.125,-3.257,7,4,11,2019
2019-11-29,2.59,54.125,-3.257,7,4,11,2019
2019-11-30,3.08,54.125,-3.257,7,4,11,2019
2019-12-01,1.62,54.125,-3.257,7,1,12,2019
2019-12-02,4.19,54.125,-3.257,7,1,12,2019
2019-12-03,7.55,54.125,-3.257,7,1,12,2019
2019-12-04,7.38,54.125,-3.257,7,1,12,2019
2019-12-05,9.29,54.125,-3.257,7,1,12,2019
2019-12-06,9.89,54.125,-3.257,7,1,12,2019
2019-12-07,9.11,54.125,-3.257,7,1,12,2019
2019-12-08,8.69,54.125,-3.257,7,1,12,2019
2019-12-09,6.72,54.125,-3.257,7,1,12,2019
2019-12-10,7.45,54.125,-3.257,7,1,12,2019
2019-12-11,6.93,54.125,-3.257,7,1,12,2019
2019-12-12,4.91,54.125,-3.257,7,1,12,2019
2019-12-13,6.55,54.125,-3.257,7,1,12,2019
2019-12-14,6.02,54.125,-3.257,7,1,12,2019
2019-12-15,4.91,54.125,-3.257,7,1,12,2019
2019-12-16,6.0,54.125,-3.257,7,1,12,2019
2019-12-17,5.25,54.125,-3.257,7,1,12,2019
2019-12-18,4.87,54.125,-3.257,7,1,12,2019
2019-12-19,9.25,54.125,-3.257,7,1,12,2019
2019-12-20,7.37,54.125,-3.257,7,1,12,2019
2019-12-21,6.16,54.125,-3.257,7,1,12,2019
2019-12-22,6.38,54.125,-3.257,7,1,12,2019
2019-12-23,7.67,54.125,-3.257,7,1,12,2019
2019-12-24,6.46,54.125,-3.257,7,1,12,2019
2019-12-25,6.71,54.125,-3.257,7,1,12,2019
2019-12-26,5.85,54.125,-3.257,7,1,12,2019
2019-12-27,6.84,54.125,-3.257,7,1,12,2019
2019-12-28,7.9,54.125,-3.257,7,1,12,2019
2019-12-29,7.43,54.125,-3.257,7,1,12,2019
2019-12-30,6.65,54.125,-3.257,7,1,12,2019
2019-12-31,4.68,54.125,-3.257,7,1,12,2019
2021-01-01,2.33,54.518,-3.613,6,1,1,2021
2021-01-02,0.77,54.518,-3.613,6,1,1,2021
2021-01-03,0.92,54.518,-3.613,6,1,1,2021
2021-01-04,0.9,54.518,-3.613,6,1,1,2021
2021-01-05,1.04,54.518,-3.613,6,1,1,2021
2021-01-06,0.18,54.518,-3.613,6,1,1,2021
2021-01-07,0.79,54.518,-3.613,6,1,1,2021
2021-01-08,-0.75,54.518,-3.613,6,1,1,2021
2021-01-09,1.51,54.518,-3.613,6,1,1,2021
2021-01-10,5.42,54.518,-3.613,6,1,1,2021
2021-01-11,6.74,54.518,-3.613,6,1,1,2021
2021-01-12,1.58,54.518,-3.613,6,1,1,2021
2021-01-13,2.89,54.518,-3.613,6,1,1,2021
2021-01-14,2.82,54.518,-3.613,6,1,1,2021
2021-01-15,0.65,54.518,-3.613,6,1,1,2021
2021-01-16,5.15,54.518,-3.613,6,1,1,2021
2021-01-17,5.44,54.518,-3.613,6,1,1,2021
2021-01-18,5.9,54.518,-3.613,6,1,1,2021
2021-01-19,7.17,54.518,-3.613,6,1,1,2021
2021-01-20,4.13,54.518,-3.613,6,1,1,2021
2021-01-21,3.89,54.518,-3.613,6,1,1,2021
